reviewed_at,id,place_id,code,name,full_name,level,province,city,county,previous_status,attempt_count,error,review_category,review_note,suggested_next_action,resolution_status,resolved_at,resolution_source_url,resolution_note
2026-07-14T07:04:35.843434+00:00,origin:2e34366e3b0472a78c1514ac7bd6c8c061526bc1,2e34366e3b0472a78c1514ac7bd6c8c061526bc1,469024,临高县,海南省/省直辖县级行政区划/临高县,county,海南省,省直辖县级行政区划,临高县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202102/t20210207_5310847.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:abdf2d6dcab891379b00a0e62759e68299d20725,abdf2d6dcab891379b00a0e62759e68299d20725,469025,白沙黎族自治县,海南省/省直辖县级行政区划/白沙黎族自治县,county,海南省,省直辖县级行政区划,白沙黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202010/t20201027_5201928.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:1bc6ae08a0ce3912833b6c007979ba1b5e28ef4c,1bc6ae08a0ce3912833b6c007979ba1b5e28ef4c,469026,昌江黎族自治县,海南省/省直辖县级行政区划/昌江黎族自治县,county,海南省,省直辖县级行政区划,昌江黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.ce.cn/xwzx/gnsz/gdxw/201808/16/t20180816_30047714.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:32c86d8d8533a0b4f6a3ac57bc874981f094a266,32c86d8d8533a0b4f6a3ac57bc874981f094a266,469027,乐东黎族自治县,海南省/省直辖县级行政区划/乐东黎族自治县,county,海南省,省直辖县级行政区划,乐东黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.zhongguodiqing.cn/dmty/202010/t20201009_5192475.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:37472a7136f210f6a5f68b53b1d069f4e245f65c,37472a7136f210f6a5f68b53b1d069f4e245f65c,469028,陵水黎族自治县,海南省/省直辖县级行政区划/陵水黎族自治县,county,海南省,省直辖县级行政区划,陵水黎族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zhongguodiqing.cn/dmty/202102/t20210225_5313830.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:978772299594c5fcd62cd1f5255c40e99db1354c,978772299594c5fcd62cd1f5255c40e99db1354c,469029,保亭黎族苗族自治县,海南省/省直辖县级行政区划/保亭黎族苗族自治县,county,海南省,省直辖县级行政区划,保亭黎族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://baoting.hainan.gov.cn/zjbt/btgk/202502/t20250226_3823377.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:f995b5ff86ffcf12dbdbd87ddb7ee901668526af,f995b5ff86ffcf12dbdbd87ddb7ee901668526af,469030,琼中黎族苗族自治县,海南省/省直辖县级行政区划/琼中黎族苗族自治县,county,海南省,省直辖县级行政区划,琼中黎族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://qiongzhong.hainan.gov.cn/qzly/xjhw/202605/t20260526_4081425.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:a9b0c450e434e6c3d850e031224145b1c5a606af,a9b0c450e434e6c3d850e031224145b1c5a606af,500105,江北区,重庆市/市辖区/江北区,county,重庆市,市辖区,江北区,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202401/t20240123_12851622.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:a8e67616518a4420ec38e1f2e3a6ae30e8c30331,a8e67616518a4420ec38e1f2e3a6ae30e8c30331,500112,渝北区,重庆市/市辖区/渝北区,county,重庆市,市辖区,渝北区,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202401/t20240130_12879366.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:74239c789145a1e15336352d2583a59f14e3826a,74239c789145a1e15336352d2583a59f14e3826a,500229,城口县,重庆市/县/城口县,county,重庆市,县,城口县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202412/t20241219_13904053.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:26ddc570dca6e95def9bd2aee3bb896d31b97969,26ddc570dca6e95def9bd2aee3bb896d31b97969,500230,丰都县,重庆市/县/丰都县,county,重庆市,县,丰都县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202409/t20240926_13660303.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:70e1e829c858cc3296ec154a885f6898f03efa70,70e1e829c858cc3296ec154a885f6898f03efa70,500231,垫江县,重庆市/县/垫江县,county,重庆市,县,垫江县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202407/t20240709_13357247.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:b338175e2e4665145d7b4be9b4c10a25c713266b,b338175e2e4665145d7b4be9b4c10a25c713266b,500233,忠县,重庆市/县/忠县,county,重庆市,县,忠县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202405/t20240509_13187052.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:97be8d1665086b5dbc8e1e87208c5de46a106cdd,97be8d1665086b5dbc8e1e87208c5de46a106cdd,500235,云阳县,重庆市/县/云阳县,county,重庆市,县,云阳县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202403/t20240305_12993985.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:39bb3055572acf55ecb031f3cfb3d4c3ab365b0e,39bb3055572acf55ecb031f3cfb3d4c3ab365b0e,500236,奉节县,重庆市/县/奉节县,county,重庆市,县,奉节县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202412/t20241231_14035537.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:9a512f4946a01bc6e45ddaa3152a83bd7bb432b9,9a512f4946a01bc6e45ddaa3152a83bd7bb432b9,500237,巫山县,重庆市/县/巫山县,county,重庆市,县,巫山县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202410/t20241011_13695609.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:6d7fcbcb780cc7afd2c350525d57fd16fb94843e,6d7fcbcb780cc7afd2c350525d57fd16fb94843e,500238,巫溪县,重庆市/县/巫溪县,county,重庆市,县,巫溪县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202407/t20240724_13396966.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:54f179c67459671b44567f13560838dc36ac4139,54f179c67459671b44567f13560838dc36ac4139,500240,石柱土家族自治县,重庆市/县/石柱土家族自治县,county,重庆市,县,石柱土家族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202405/t20240515_13206662.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:315c68a2661f60894a5fcdf853d3c369f676118e,315c68a2661f60894a5fcdf853d3c369f676118e,500241,秀山土家族苗族自治县,重庆市/县/秀山土家族苗族自治县,county,重庆市,县,秀山土家族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202403/t20240313_13033375.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:7184a5bf30b00f805e4df2ec235ae15a34c71a1f,7184a5bf30b00f805e4df2ec235ae15a34c71a1f,500242,酉阳土家族苗族自治县,重庆市/县/酉阳土家族苗族自治县,county,重庆市,县,酉阳土家族苗族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",mca_relaxed_filter_imported,2026-07-16T01:35:08.343808+00:00,https://dmfw.mca.gov.cn/,Imported from China National Geographical Names Database with relaxed municipality/county matching.
2026-07-14T07:04:35.843434+00:00,origin:28938cbbd5440687a49f59bc8e7c29131b8a1146,28938cbbd5440687a49f59bc8e7c29131b8a1146,500243,彭水苗族土家族自治县,重庆市/县/彭水苗族土家族自治县,county,重庆市,县,彭水苗族土家族自治县,failed,3,国家地名信息库未找到符合过滤条件的候选,municipality_county_or_district_missing,Chongqing municipality district/county was not matched by current MCA endpoint.,"Keep needs_review; supplement from Chongqing civil-affairs, district/county government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://mzj.cq.gov.cn/sy_218/bmdt/mzyw/202410/t20241023_13729649.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:e23626cb4efb4a69398e8300c67252b50bdf08d5,e23626cb4efb4a69398e8300c67252b50bdf08d5,620171,兰州新区,甘肃省/兰州市/兰州新区,county,甘肃省,兰州市,兰州新区,failed,2,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.lzxq.gov.cn/,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:fff81eed783f602bb2e9edb27e0b460f5a42f5b8,fff81eed783f602bb2e9edb27e0b460f5a42f5b8,620201,嘉峪关市,甘肃省/嘉峪关市/嘉峪关市,county,甘肃省,嘉峪关市,嘉峪关市,failed,2,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.jyg.gov.cn/zjjyg/jyggk/lsyg/art/2022/art_db6fcadfc7f74202bedf53d27639f4f8.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:a224e04748f611c59f163841cd35fc2379c26f24,a224e04748f611c59f163841cd35fc2379c26f24,632857,大柴旦行政委员会,青海省/海西蒙古族藏族自治州/大柴旦行政委员会,county,青海省,海西蒙古族藏族自治州,大柴旦行政委员会,failed,1,国家地名信息库未找到符合过滤条件的候选,nonstandard_or_functional_area,"Functional zone, scenic area, island/reef area, new district, or administrative committee; may not match standard county-level geonames scope.",Keep needs_review; decide whether to exclude from origin queue or supplement from local/statistical sources.,manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://epaper.tibet3.com/m/qhrb/20240126/164105,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:18f24899f051c93aa63d2b0fa3db842b77f2ac88,18f24899f051c93aa63d2b0fa3db842b77f2ac88,659001,石河子市,新疆维吾尔自治区/自治区直辖县级行政区划/石河子市,county,新疆维吾尔自治区,自治区直辖县级行政区划,石河子市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://zqb.cyol.com/content/2002-08/13/content_510324.htm,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:50a424eaae1eefdfd45bcb889d193dac622ac95c,50a424eaae1eefdfd45bcb889d193dac622ac95c,659002,阿拉尔市,新疆维吾尔自治区/自治区直辖县级行政区划/阿拉尔市,county,新疆维吾尔自治区,自治区直辖县级行政区划,阿拉尔市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://topics.gmw.cn/node_41094.htm,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:72b8c5c8850a2856a1846b740518a96bf318f014,72b8c5c8850a2856a1846b740518a96bf318f014,659003,图木舒克市,新疆维吾尔自治区/自治区直辖县级行政区划/图木舒克市,county,新疆维吾尔自治区,自治区直辖县级行政区划,图木舒克市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.xzqh.org/html/show/xj/22486.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:7b5814414cf7ce6778970f0f05e5ea071aa1ef4b,7b5814414cf7ce6778970f0f05e5ea071aa1ef4b,659004,五家渠市,新疆维吾尔自治区/自治区直辖县级行政区划/五家渠市,county,新疆维吾尔自治区,自治区直辖县级行政区划,五家渠市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.huyangnet.cn/content/2025-01/07/content_1947161.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:5cb6da81703040a63cd57ff2568e6d67d315c537,5cb6da81703040a63cd57ff2568e6d67d315c537,659005,北屯市,新疆维吾尔自治区/自治区直辖县级行政区划/北屯市,county,新疆维吾尔自治区,自治区直辖县级行政区划,北屯市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,http://www.bts.gov.cn/c/2864/2864579.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:14b7e3c2988a48e5dbbabd2dc9dca5af98968d29,14b7e3c2988a48e5dbbabd2dc9dca5af98968d29,659006,铁门关市,新疆维吾尔自治区/自治区直辖县级行政区划/铁门关市,county,新疆维吾尔自治区,自治区直辖县级行政区划,铁门关市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.xj.chinanews.com.cn/xinjiang/2023-02-02/detail-ihckifuk9556018.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:2eac803e49a38f8c53608f96c9147359c3463608,2eac803e49a38f8c53608f96c9147359c3463608,659007,双河市,新疆维吾尔自治区/自治区直辖县级行政区划/双河市,county,新疆维吾尔自治区,自治区直辖县级行政区划,双河市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://politics.people.com.cn/n/2014/0226/c14562-24473413.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:2fe09186bb17d0486004acca778a5e069137f8ab,2fe09186bb17d0486004acca778a5e069137f8ab,659008,可克达拉市,新疆维吾尔自治区/自治区直辖县级行政区划/可克达拉市,county,新疆维吾尔自治区,自治区直辖县级行政区划,可克达拉市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://topics.gmw.cn/node_116118.htm,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:17c4088aae1472cee858743fbaf0f2f352bdc623,17c4088aae1472cee858743fbaf0f2f352bdc623,659009,昆玉市,新疆维吾尔自治区/自治区直辖县级行政区划/昆玉市,county,新疆维吾尔自治区,自治区直辖县级行政区划,昆玉市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.bt.chinanews.com.cn/bingtuan/2023-05-04/doc-ihcpafep6635976.shtml,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:204d079a8e3a2c199ff596fcde7284b8c24aed9a,204d079a8e3a2c199ff596fcde7284b8c24aed9a,659010,胡杨河市,新疆维吾尔自治区/自治区直辖县级行政区划/胡杨河市,county,新疆维吾尔自治区,自治区直辖县级行政区划,胡杨河市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.tcmap.com.cn/xinjiang/xinjiang_jihuyangheshicun.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:b7c6badbfe730ee34b84f635afe90ad52ec60240,b7c6badbfe730ee34b84f635afe90ad52ec60240,659011,新星市,新疆维吾尔自治区/自治区直辖县级行政区划/新星市,county,新疆维吾尔自治区,自治区直辖县级行政区划,新星市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.chinaxinjiang.cn/2025/06/19/3a24e315552c4987b9d13fdc0e02b925.html,Imported into place_knowledge.csv from manually verified source.
2026-07-14T07:04:35.843434+00:00,origin:4e99df31a9cad0494cce6a1f45181050184bb9df,4e99df31a9cad0494cce6a1f45181050184bb9df,659012,白杨市,新疆维吾尔自治区/自治区直辖县级行政区划/白杨市,county,新疆维吾尔自治区,自治区直辖县级行政区划,白杨市,failed,1,国家地名信息库未找到符合过滤条件的候选,direct_admin_county_level_city,Province/autonomous-region direct-admin county-level unit or city without county districts; MCA search scope differs from local statistical hierarchy.,"Keep needs_review; supplement from civil-affairs, local government, or gazetteer sources.",manual_source_imported,2026-07-21T03:16:52.501642+00:00,https://www.news.cn/politics/20240607/bc7e9955aa914b1ba0a0537588d750cf/c.html,Imported into place_knowledge.csv from manually verified source.
